5777.0,601.0,2844.0,1998.0,4547.0,494.0,610.0,758.0,3937.0,284.0,172.0,1505.0,1887.0,3175.0,5293.0,2047.0,35.0,5484.0,2569.0,2023.0,1273.0,555.0,54.0,123.0,837.0,254.0,319.0,321.0,47.0,515.0,25.0,10.0
601.0,117.0,344.0,212.0,530.0,50.0,58.0,67.0,407.0,16.0,17.0,159.0,208.0,338.0,608.0,194.0,4.0,624.0,291.0,226.0,139.0,56.0,5.0,6.0,95.0,27.0,23.0,29.0,4.0,45.0,3.0,0.0
2844.0,344.0,1637.0,1022.0,2293.0,263.0,301.0,340.0,2044.0,111.0,74.0,700.0,964.0,1598.0,2886.0,1045.0,24.0,2877.0,1293.0,1053.0,614.0,288.0,27.0,50.0,431.0,156.0,140.0,173.0,22.0,254.0,15.0,2.0
1998.0,212.0,1022.0,854.0,1677.0,171.0,213.0,281.0,1372.0,67.0,56.0,528.0,712.0,1073.0,2034.0,731.0,12.0,1924.0,907.0,739.0,447.0,183.0,18.0,50.0,304.0,110.0,85.0,105.0,14.0,164.0,10.0,7.0
4547.0,530.0,2293.0,1677.0,4190.0,415.0,487.0,607.0,3007.0,183.0,125.0,1293.0,1570.0,2555.0,4470.0,1680.0,20.0,4561.0,2169.0,1740.0,1024.0,458.0,39.0,109.0,679.0,218.0,217.0,213.0,39.0,365.0,20.0,11.0
494.0,50.0,263.0,171.0,415.0,68.0,53.0,62.0,358.0,23.0,11.0,113.0,169.0,284.0,497.0,181.0,3.0,515.0,228.0,197.0,114.0,44.0,5.0,18.0,70.0,27.0,22.0,29.0,6.0,45.0,2.0,0.0
610.0,58.0,301.0,213.0,487.0,53.0,94.0,79.0,441.0,30.0,24.0,177.0,207.0,344.0,579.0,208.0,4.0,596.0,273.0,201.0,127.0,73.0,9.0,10.0,93.0,26.0,42.0,39.0,3.0,55.0,2.0,1.0
758.0,67.0,340.0,281.0,607.0,62.0,79.0,189.0,580.0,35.0,31.0,186.0,240.0,427.0,673.0,240.0,1.0,692.0,345.0,245.0,212.0,65.0,8.0,37.0,119.0,26.0,38.0,40.0,5.0,59.0,3.0,1.0
3937.0,407.0,2044.0,1372.0,3007.0,358.0,441.0,580.0,3110.0,167.0,110.0,952.0,1302.0,2314.0,3678.0,1358.0,23.0,3858.0,1797.0,1436.0,935.0,373.0,41.0,99.0,624.0,192.0,238.0,225.0,34.0,371.0,14.0,4.0
284.0,16.0,111.0,67.0,183.0,23.0,30.0,35.0,167.0,39.0,9.0,76.0,71.0,153.0,197.0,111.0,0.0,234.0,119.0,77.0,67.0,29.0,2.0,8.0,27.0,3.0,27.0,26.0,2.0,35.0,1.0,0.0
172.0,17.0,74.0,56.0,125.0,11.0,24.0,31.0,110.0,9.0,19.0,65.0,51.0,77.0,154.0,59.0,1.0,148.0,65.0,44.0,33.0,19.0,0.0,4.0,22.0,6.0,9.0,12.0,0.0,13.0,0.0,0.0
1505.0,159.0,700.0,528.0,1293.0,113.0,177.0,186.0,952.0,76.0,65.0,578.0,490.0,801.0,1394.0,556.0,6.0,1414.0,696.0,514.0,330.0,159.0,10.0,23.0,195.0,61.0,81.0,73.0,9.0,130.0,3.0,4.0
1887.0,208.0,964.0,712.0,1570.0,169.0,207.0,240.0,1302.0,71.0,51.0,490.0,736.0,1072.0,1878.0,676.0,11.0,1856.0,850.0,711.0,418.0,190.0,23.0,32.0,288.0,108.0,84.0,97.0,12.0,157.0,10.0,5.0
3175.0,338.0,1598.0,1073.0,2555.0,284.0,344.0,427.0,2314.0,153.0,77.0,801.0,1072.0,1966.0,2981.0,1115.0,15.0,3021.0,1472.0,1162.0,704.0,312.0,34.0,71.0,476.0,131.0,194.0,182.0,27.0,297.0,14.0,4.0
5293.0,608.0,2886.0,2034.0,4470.0,497.0,579.0,673.0,3678.0,197.0,154.0,1394.0,1878.0,2981.0,5697.0,2006.0,44.0,5315.0,2442.0,2018.0,1190.0,559.0,54.0,136.0,774.0,295.0,230.0,342.0,46.0,430.0,23.0,7.0
2047.0,194.0,1045.0,731.0,1680.0,181.0,208.0,240.0,1358.0,111.0,59.0,556.0,676.0,1115.0,2006.0,874.0,15.0,1989.0,953.0,729.0,447.0,209.0,18.0,42.0,279.0,110.0,107.0,131.0,18.0,196.0,8.0,4.0
35.0,4.0,24.0,12.0,20.0,3.0,4.0,1.0,23.0,0.0,1.0,6.0,11.0,15.0,44.0,15.0,3.0,42.0,14.0,12.0,9.0,4.0,0.0,0.0,5.0,5.0,2.0,3.0,1.0,2.0,0.0,0.0
5484.0,624.0,2877.0,1924.0,4561.0,515.0,596.0,692.0,3858.0,234.0,148.0,1414.0,1856.0,3021.0,5315.0,1989.0,42.0,5737.0,2475.0,2048.0,1276.0,562.0,54.0,113.0,831.0,296.0,279.0,297.0,50.0,461.0,22.0,5.0
2569.0,291.0,1293.0,907.0,2169.0,228.0,273.0,345.0,1797.0,119.0,65.0,696.0,850.0,1472.0,2442.0,953.0,14.0,2475.0,1310.0,933.0,615.0,244.0,20.0,63.0,381.0,113.0,145.0,128.0,28.0,234.0,9.0,4.0
2023.0,226.0,1053.0,739.0,1740.0,197.0,201.0,245.0,1436.0,77.0,44.0,514.0,711.0,1162.0,2018.0,729.0,12.0,2048.0,933.0,925.0,471.0,168.0,14.0,54.0,306.0,113.0,109.0,96.0,27.0,169.0,9.0,3.0
