6710.0,663.0,3307.0,2179.0,4827.0,654.0,730.0,833.0,4549.0,422.0,193.0,1420.0,2057.0,3520.0,6118.0,2420.0,86.0,5976.0,2886.0,2013.0,1291.0,744.0,87.0,166.0,920.0,280.0,321.0,520.0,59.0,611.0,30.0,10.0
663.0,113.0,363.0,207.0,503.0,65.0,83.0,75.0,460.0,34.0,18.0,127.0,214.0,376.0,619.0,209.0,8.0,607.0,307.0,178.0,128.0,77.0,8.0,8.0,92.0,26.0,30.0,49.0,2.0,61.0,4.0,0.0
3307.0,363.0,2055.0,1177.0,2622.0,319.0,378.0,357.0,2351.0,161.0,92.0,679.0,1092.0,1831.0,3474.0,1223.0,58.0,3282.0,1391.0,1131.0,614.0,437.0,49.0,61.0,492.0,198.0,140.0,243.0,27.0,290.0,17.0,2.0
2179.0,207.0,1177.0,922.0,1758.0,199.0,246.0,287.0,1492.0,98.0,58.0,490.0,727.0,1147.0,2253.0,807.0,31.0,2024.0,928.0,742.0,416.0,253.0,35.0,57.0,337.0,120.0,75.0,145.0,14.0,177.0,12.0,7.0
4827.0,503.0,2622.0,1758.0,4315.0,538.0,527.0,622.0,3268.0,249.0,104.0,1085.0,1601.0,2741.0,4901.0,1788.0,59.0,4652.0,2203.0,1614.0,919.0,614.0,71.0,156.0,718.0,228.0,187.0,298.0,47.0,406.0,22.0,11.0
654.0,65.0,319.0,199.0,538.0,124.0,68.0,100.0,485.0,37.0,12.0,134.0,223.0,387.0,661.0,233.0,6.0,617.0,303.0,225.0,143.0,72.0,6.0,37.0,84.0,31.0,28.0,48.0,8.0,52.0,2.0,0.0
730.0,83.0,378.0,246.0,527.0,68.0,110.0,95.0,535.0,45.0,30.0,162.0,241.0,402.0,724.0,248.0,10.0,681.0,313.0,210.0,142.0,104.0,14.0,18.0,107.0,33.0,37.0,65.0,2.0,60.0,3.0,1.0
833.0,75.0,357.0,287.0,622.0,100.0,95.0,205.0,666.0,49.0,28.0,201.0,254.0,468.0,758.0,279.0,4.0,693.0,389.0,234.0,219.0,81.0,13.0,44.0,123.0,28.0,29.0,59.0,4.0,64.0,4.0,1.0
4549.0,460.0,2351.0,1492.0,3268.0,485.0,535.0,666.0,3540.0,264.0,137.0,928.0,1414.0,2570.0,4313.0,1611.0,60.0,4248.0,2005.0,1443.0,972.0,528.0,65.0,138.0,658.0,217.0,220.0,366.0,41.0,413.0,18.0,4.0
422.0,34.0,161.0,98.0,249.0,37.0,45.0,49.0,264.0,58.0,12.0,87.0,105.0,205.0,303.0,163.0,2.0,330.0,178.0,103.0,84.0,44.0,4.0,12.0,42.0,7.0,33.0,51.0,2.0,48.0,1.0,0.0
193.0,18.0,92.0,58.0,104.0,12.0,30.0,28.0,137.0,12.0,22.0,61.0,57.0,91.0,188.0,68.0,2.0,151.0,77.0,45.0,37.0,27.0,0.0,4.0,26.0,6.0,8.0,15.0,0.0,20.0,1.0,0.0
1420.0,127.0,679.0,490.0,1085.0,134.0,162.0,201.0,928.0,87.0,61.0,431.0,442.0,701.0,1343.0,543.0,18.0,1236.0,613.0,408.0,278.0,180.0,17.0,35.0,192.0,58.0,58.0,94.0,9.0,130.0,3.0,4.0
2057.0,214.0,1092.0,727.0,1601.0,223.0,241.0,254.0,1414.0,105.0,57.0,442.0,745.0,1143.0,2087.0,750.0,28.0,1917.0,907.0,663.0,390.0,248.0,39.0,49.0,296.0,104.0,79.0,149.0,14.0,183.0,11.0,5.0
3520.0,376.0,1831.0,1147.0,2741.0,387.0,402.0,468.0,2570.0,205.0,91.0,701.0,1143.0,2122.0,3416.0,1260.0,44.0,3224.0,1598.0,1128.0,691.0,413.0,57.0,100.0,497.0,141.0,166.0,272.0,35.0,333.0,17.0,4.0
6118.0,619.0,3474.0,2253.0,4901.0,661.0,724.0,758.0,4313.0,303.0,188.0,1343.0,2087.0,3416.0,6631.0,2306.0,103.0,5869.0,2661.0,2096.0,1189.0,788.0,98.0,182.0,873.0,341.0,242.0,475.0,54.0,515.0,29.0,7.0
2420.0,209.0,1223.0,807.0,1788.0,233.0,248.0,279.0,1611.0,163.0,68.0,543.0,750.0,1260.0,2306.0,1023.0,36.0,2201.0,1066.0,756.0,447.0,269.0,32.0,56.0,320.0,127.0,120.0,199.0,26.0,245.0,10.0,4.0
86.0,8.0,58.0,31.0,59.0,6.0,10.0,4.0,60.0,2.0,2.0,18.0,28.0,44.0,103.0,36.0,9.0,98.0,34.0,37.0,23.0,12.0,1.0,0.0,11.0,11.0,6.0,6.0,2.0,5.0,0.0,0.0
5976.0,607.0,3282.0,2024.0,4652.0,617.0,681.0,693.0,4248.0,330.0,151.0,1236.0,1917.0,3224.0,5869.0,2201.0,98.0,6026.0,2588.0,1936.0,1199.0,752.0,87.0,148.0,880.0,333.0,277.0,437.0,58.0,503.0,24.0,5.0
2886.0,307.0,1391.0,928.0,2203.0,303.0,313.0,389.0,2005.0,178.0,77.0,613.0,907.0,1598.0,2661.0,1066.0,34.0,2588.0,1421.0,854.0,606.0,314.0,32.0,84.0,395.0,121.0,129.0,206.0,33.0,279.0,13.0,4.0
2013.0,178.0,1131.0,742.0,1614.0,225.0,210.0,234.0,1443.0,103.0,45.0,408.0,663.0,1128.0,2096.0,756.0,37.0,1936.0,854.0,793.0,386.0,230.0,30.0,68.0,291.0,113.0,86.0,137.0,28.0,175.0,10.0,3.0
1291.0,128.0,614.0,416.0,919.0,143.0,142.0,219.0,972.0,84.0,37.0,278.0,390.0,691.0,1189.0,447.0,23.0,1199.0,606.0,386.0,361.0,135.0,13.0,50.0,171.0,61.0,63.0,96.0,12.0,109.0,3.0,1.0
744.0,77.0,437.0,253.0,614.0,72.0,104.0,81.0,528.0,44.0,27.0,180.0,248.0,413.0,788.0,269.0,12.0,752.0,314.0,230.0,135.0,143.0,15.0,13.0,110.0,38.0,39.0,64.0,2.0,57.0,2.0,1.0
87.0,8.0,49.0,35.0,71.0,6.0,14.0,13.0,65.0,4.0,0.0,17.0,39.0,57.0,98.0,32.0,1.0,87.0,32.0,30.0,13.0,15.0,8.0,0.0,17.0,3.0,2.0,8.0,0.0,6.0,1.0,0.0
166.0,8.0,61.0,57.0,156.0,37.0,18.0,44.0,138.0,12.0,4.0,35.0,49.0,100.0,182.0,56.0,0.0,148.0,84.0,68.0,50.0,13.0,0.0,29.0,12.0,4.0,4.0,10.0,6.0,12.0,0.0,0.0
920.0,92.0,492.0,337.0,718.0,84.0,107.0,123.0,658.0,42.0,26.0,192.0,296.0,497.0,873.0,320.0,11.0,880.0,395.0,291.0,171.0,110.0,17.0,12.0,178.0,45.0,39.0,54.0,4.0,70.0,6.0,2.0
280.0,26.0,198.0,120.0,228.0,31.0,33.0,28.0,217.0,7.0,6.0,58.0,104.0,141.0,341.0,127.0,11.0,333.0,121.0,113.0,61.0,38.0,3.0,4.0,45.0,42.0,9.0,16.0,2.0,22.0,1.0,0.0
321.0,30.0,140.0,75.0,187.0,28.0,37.0,29.0,220.0,33.0,8.0,58.0,79.0,166.0,242.0,120.0,6.0,277.0,129.0,86.0,63.0,39.0,2.0,4.0,39.0,9.0,35.0,41.0,3.0,32.0,0.0,1.0
520.0,49.0,243.0,145.0,298.0,48.0,65.0,59.0,366.0,51.0,15.0,94.0,149.0,272.0,475.0,199.0,6.0,437.0,206.0,137.0,96.0,64.0,8.0,10.0,54.0,16.0,41.0,91.0,0.0,47.0,1.0,0.0
59.0,2.0,27.0,14.0,47.0,8.0,2.0,4.0,41.0,2.0,0.0,9.0,14.0,35.0,54.0,26.0,2.0,58.0,33.0,28.0,12.0,2.0,0.0,6.0,4.0,2.0,3.0,0.0,6.0,8.0,0.0,0.0
611.0,61.0,290.0,177.0,406.0,52.0,60.0,64.0,413.0,48.0,20.0,130.0,183.0,333.0,515.0,245.0,5.0,503.0,279.0,175.0,109.0,57.0,6.0,12.0,70.0,22.0,32.0,47.0,8.0,85.0,2.0,2.0
30.0,4.0,17.0,12.0,22.0,2.0,3.0,4.0,18.0,1.0,1.0,3.0,11.0,17.0,29.0,10.0,0.0,24.0,13.0,10.0,3.0,2.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0
10.0,0.0,2.0,7.0,11.0,0.0,1.0,1.0,4.0,0.0,0.0,4.0,5.0,4.0,7.0,4.0,0.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
