127.0,93.0,130.0,84.0,86.0,46.0,115.0,43.0,32.0,47.0,24.0,53.0,72.0,17.0,35.0,29.0,61.0,81.0,52.0,34.0,93.0,54.0,28.0,30.0,20.0,44.0,52.0,35.0,35.0,36.0,36.0,25.0,68.0,42.0,21.0,105.0,54.0,15.0,25.0,44.0,61.0,17.0,73.0,51.0,47.0,22.0,45.0,31.0,34.0
93.0,200.0,182.0,109.0,92.0,53.0,165.0,49.0,30.0,76.0,36.0,76.0,103.0,22.0,49.0,56.0,85.0,122.0,70.0,45.0,133.0,71.0,64.0,55.0,32.0,58.0,68.0,55.0,38.0,42.0,64.0,38.0,64.0,75.0,30.0,138.0,75.0,29.0,40.0,69.0,74.0,30.0,107.0,66.0,68.0,31.0,55.0,61.0,61.0
130.0,182.0,580.0,222.0,202.0,120.0,355.0,74.0,70.0,195.0,85.0,138.0,194.0,44.0,97.0,124.0,160.0,227.0,147.0,69.0,234.0,159.0,149.0,141.0,58.0,126.0,173.0,128.0,60.0,99.0,93.0,94.0,120.0,122.0,68.0,276.0,141.0,56.0,111.0,146.0,150.0,87.0,204.0,105.0,158.0,66.0,133.0,142.0,128.0
84.0,109.0,222.0,192.0,111.0,67.0,155.0,56.0,44.0,66.0,34.0,80.0,112.0,22.0,50.0,39.0,94.0,119.0,70.0,36.0,128.0,74.0,48.0,53.0,26.0,40.0,64.0,54.0,47.0,49.0,56.0,59.0,66.0,82.0,39.0,148.0,69.0,17.0,28.0,65.0,91.0,44.0,90.0,65.0,78.0,37.0,85.0,45.0,67.0
86.0,92.0,202.0,111.0,233.0,93.0,206.0,60.0,48.0,82.0,39.0,83.0,117.0,41.0,67.0,66.0,80.0,140.0,80.0,45.0,157.0,82.0,101.0,70.0,39.0,57.0,89.0,69.0,48.0,35.0,48.0,31.0,113.0,65.0,56.0,161.0,94.0,37.0,59.0,74.0,97.0,40.0,129.0,66.0,106.0,39.0,77.0,49.0,60.0
46.0,53.0,120.0,67.0,93.0,93.0,126.0,35.0,26.0,64.0,11.0,47.0,65.0,18.0,44.0,28.0,45.0,66.0,42.0,25.0,92.0,56.0,60.0,46.0,22.0,34.0,43.0,38.0,28.0,22.0,32.0,36.0,50.0,35.0,38.0,104.0,52.0,13.0,34.0,49.0,70.0,31.0,61.0,44.0,69.0,26.0,63.0,27.0,38.0
115.0,165.0,355.0,155.0,206.0,126.0,540.0,88.0,71.0,161.0,58.0,149.0,194.0,49.0,105.0,112.0,127.0,233.0,139.0,67.0,244.0,154.0,145.0,129.0,54.0,118.0,154.0,115.0,61.0,81.0,78.0,74.0,126.0,86.0,75.0,308.0,149.0,53.0,117.0,142.0,163.0,77.0,213.0,101.0,168.0,47.0,125.0,118.0,113.0
43.0,49.0,74.0,56.0,60.0,35.0,88.0,72.0,34.0,25.0,18.0,40.0,54.0,10.0,28.0,16.0,44.0,58.0,36.0,17.0,58.0,30.0,20.0,17.0,13.0,31.0,29.0,13.0,23.0,8.0,26.0,14.0,38.0,32.0,15.0,72.0,58.0,11.0,17.0,32.0,39.0,11.0,47.0,35.0,40.0,21.0,32.0,15.0,21.0
32.0,30.0,70.0,44.0,48.0,26.0,71.0,34.0,51.0,22.0,14.0,31.0,40.0,9.0,19.0,7.0,35.0,39.0,26.0,12.0,46.0,24.0,17.0,17.0,10.0,24.0,18.0,21.0,15.0,11.0,15.0,7.0,29.0,28.0,11.0,55.0,45.0,6.0,14.0,31.0,25.0,15.0,29.0,23.0,33.0,15.0,24.0,13.0,12.0
47.0,76.0,195.0,66.0,82.0,64.0,161.0,25.0,22.0,156.0,30.0,52.0,83.0,19.0,44.0,63.0,72.0,99.0,61.0,30.0,95.0,86.0,105.0,75.0,27.0,65.0,75.0,62.0,17.0,53.0,35.0,43.0,56.0,49.0,31.0,122.0,73.0,23.0,54.0,75.0,71.0,27.0,88.0,42.0,81.0,16.0,58.0,79.0,57.0
24.0,36.0,85.0,34.0,39.0,11.0,58.0,18.0,14.0,30.0,68.0,16.0,33.0,19.0,13.0,53.0,61.0,61.0,53.0,19.0,76.0,38.0,30.0,22.0,18.0,34.0,40.0,49.0,7.0,15.0,10.0,7.0,26.0,23.0,3.0,43.0,24.0,9.0,26.0,23.0,19.0,7.0,39.0,32.0,20.0,23.0,27.0,29.0,16.0
53.0,76.0,138.0,80.0,83.0,47.0,149.0,40.0,31.0,52.0,16.0,111.0,75.0,10.0,35.0,35.0,59.0,100.0,50.0,25.0,81.0,69.0,43.0,43.0,15.0,47.0,47.0,42.0,29.0,36.0,35.0,36.0,49.0,51.0,25.0,127.0,57.0,21.0,35.0,66.0,55.0,34.0,82.0,43.0,66.0,24.0,57.0,55.0,57.0
72.0,103.0,194.0,112.0,117.0,65.0,194.0,54.0,40.0,83.0,33.0,75.0,185.0,40.0,59.0,54.0,90.0,110.0,75.0,36.0,143.0,94.0,69.0,63.0,39.0,57.0,73.0,61.0,43.0,40.0,42.0,41.0,65.0,59.0,51.0,146.0,83.0,19.0,49.0,73.0,89.0,42.0,99.0,67.0,91.0,32.0,73.0,54.0,55.0
17.0,22.0,44.0,22.0,41.0,18.0,49.0,10.0,9.0,19.0,19.0,10.0,40.0,39.0,16.0,18.0,27.0,26.0,26.0,12.0,59.0,23.0,34.0,17.0,12.0,11.0,22.0,19.0,6.0,9.0,9.0,7.0,22.0,14.0,14.0,32.0,19.0,9.0,16.0,15.0,26.0,6.0,22.0,17.0,30.0,10.0,19.0,15.0,12.0
35.0,49.0,97.0,50.0,67.0,44.0,105.0,28.0,19.0,44.0,13.0,35.0,59.0,16.0,58.0,23.0,42.0,50.0,33.0,17.0,62.0,41.0,50.0,38.0,27.0,30.0,32.0,22.0,23.0,23.0,22.0,22.0,41.0,24.0,26.0,79.0,46.0,13.0,25.0,35.0,56.0,15.0,48.0,28.0,47.0,17.0,40.0,24.0,24.0
29.0,56.0,124.0,39.0,66.0,28.0,112.0,16.0,7.0,63.0,53.0,35.0,54.0,18.0,23.0,122.0,55.0,114.0,57.0,26.0,97.0,56.0,59.0,51.0,23.0,39.0,65.0,60.0,13.0,26.0,20.0,19.0,37.0,32.0,15.0,80.0,35.0,32.0,58.0,45.0,38.0,22.0,88.0,38.0,45.0,21.0,40.0,54.0,33.0
61.0,85.0,160.0,94.0,80.0,45.0,127.0,44.0,35.0,72.0,61.0,59.0,90.0,27.0,42.0,55.0,192.0,112.0,73.0,34.0,127.0,86.0,69.0,54.0,30.0,55.0,65.0,84.0,21.0,47.0,32.0,30.0,42.0,56.0,20.0,111.0,54.0,23.0,46.0,71.0,57.0,22.0,73.0,60.0,82.0,38.0,47.0,55.0,47.0
81.0,122.0,227.0,119.0,140.0,66.0,233.0,58.0,39.0,99.0,61.0,100.0,110.0,26.0,50.0,114.0,112.0,272.0,94.0,45.0,151.0,90.0,88.0,81.0,26.0,73.0,102.0,94.0,35.0,59.0,58.0,42.0,78.0,96.0,21.0,184.0,84.0,55.0,76.0,95.0,89.0,35.0,182.0,71.0,91.0,34.0,75.0,88.0,81.0
52.0,70.0,147.0,70.0,80.0,42.0,139.0,36.0,26.0,61.0,53.0,50.0,75.0,26.0,33.0,57.0,73.0,94.0,114.0,27.0,119.0,81.0,57.0,47.0,20.0,50.0,65.0,65.0,21.0,24.0,28.0,21.0,46.0,42.0,20.0,107.0,47.0,19.0,49.0,49.0,49.0,23.0,91.0,65.0,57.0,34.0,53.0,53.0,41.0
34.0,45.0,69.0,36.0,45.0,25.0,67.0,17.0,12.0,30.0,19.0,25.0,36.0,12.0,17.0,26.0,34.0,45.0,27.0,64.0,55.0,25.0,24.0,19.0,15.0,17.0,32.0,27.0,21.0,11.0,22.0,17.0,32.0,17.0,15.0,50.0,30.0,13.0,21.0,22.0,42.0,11.0,44.0,24.0,27.0,13.0,23.0,25.0,19.0
93.0,133.0,234.0,128.0,157.0,92.0,244.0,58.0,46.0,95.0,76.0,81.0,143.0,59.0,62.0,97.0,127.0,151.0,119.0,55.0,324.0,125.0,119.0,93.0,51.0,70.0,106.0,101.0,41.0,39.0,48.0,53.0,94.0,75.0,57.0,187.0,82.0,33.0,81.0,95.0,103.0,76.0,115.0,97.0,117.0,51.0,96.0,70.0,70.0
54.0,71.0,159.0,74.0,82.0,56.0,154.0,30.0,24.0,86.0,38.0,69.0,94.0,23.0,41.0,56.0,86.0,90.0,81.0,25.0,125.0,160.0,81.0,63.0,32.0,66.0,66.0,80.0,30.0,47.0,20.0,46.0,58.0,39.0,34.0,121.0,51.0,13.0,54.0,72.0,75.0,47.0,83.0,61.0,79.0,34.0,73.0,71.0,59.0
28.0,64.0,149.0,48.0,101.0,60.0,145.0,20.0,17.0,105.0,30.0,43.0,69.0,34.0,50.0,59.0,69.0,88.0,57.0,24.0,119.0,81.0,198.0,102.0,34.0,58.0,86.0,69.0,14.0,45.0,28.0,30.0,73.0,44.0,37.0,110.0,56.0,33.0,70.0,70.0,74.0,20.0,92.0,40.0,123.0,30.0,55.0,68.0,44.0
