127.0,93.0,130.0,84.0,86.0,46.0,115.0,43.0,32.0,47.0,24.0,53.0,72.0,17.0,35.0,29.0,61.0,81.0,52.0,34.0,93.0,54.0,28.0,30.0,20.0,44.0,52.0,35.0,142.0,8.0,136.0,3.0,154.0
93.0,200.0,182.0,109.0,92.0,53.0,165.0,49.0,30.0,76.0,36.0,76.0,103.0,22.0,49.0,56.0,85.0,122.0,70.0,45.0,133.0,71.0,64.0,55.0,32.0,58.0,68.0,55.0,215.0,16.0,194.0,4.0,265.0
130.0,182.0,580.0,222.0,202.0,120.0,355.0,74.0,70.0,195.0,85.0,138.0,194.0,44.0,97.0,124.0,160.0,227.0,147.0,69.0,234.0,159.0,149.0,141.0,58.0,126.0,173.0,128.0,452.0,46.0,357.0,14.0,482.0
84.0,109.0,222.0,192.0,111.0,67.0,155.0,56.0,44.0,66.0,34.0,80.0,112.0,22.0,50.0,39.0,94.0,119.0,70.0,36.0,128.0,74.0,48.0,53.0,26.0,40.0,64.0,54.0,225.0,9.0,163.0,3.0,236.0
86.0,92.0,202.0,111.0,233.0,93.0,206.0,60.0,48.0,82.0,39.0,83.0,117.0,41.0,67.0,66.0,80.0,140.0,80.0,45.0,157.0,82.0,101.0,70.0,39.0,57.0,89.0,69.0,249.0,22.0,217.0,7.0,241.0
46.0,53.0,120.0,67.0,93.0,93.0,126.0,35.0,26.0,64.0,11.0,47.0,65.0,18.0,44.0,28.0,45.0,66.0,42.0,25.0,92.0,56.0,60.0,46.0,22.0,34.0,43.0,38.0,151.0,13.0,115.0,1.0,121.0
115.0,165.0,355.0,155.0,206.0,126.0,540.0,88.0,71.0,161.0,58.0,149.0,194.0,49.0,105.0,112.0,127.0,233.0,139.0,67.0,244.0,154.0,145.0,129.0,54.0,118.0,154.0,115.0,373.0,45.0,352.0,2.0,414.0
43.0,49.0,74.0,56.0,60.0,35.0,88.0,72.0,34.0,25.0,18.0,40.0,54.0,10.0,28.0,16.0,44.0,58.0,36.0,17.0,58.0,30.0,20.0,17.0,13.0,31.0,29.0,13.0,127.0,2.0,94.0,2.0,99.0
32.0,30.0,70.0,44.0,48.0,26.0,71.0,34.0,51.0,22.0,14.0,31.0,40.0,9.0,19.0,7.0,35.0,39.0,26.0,12.0,46.0,24.0,17.0,17.0,10.0,24.0,18.0,21.0,89.0,2.0,61.0,3.0,62.0
47.0,76.0,195.0,66.0,82.0,64.0,161.0,25.0,22.0,156.0,30.0,52.0,83.0,19.0,44.0,63.0,72.0,99.0,61.0,30.0,95.0,86.0,105.0,75.0,27.0,65.0,75.0,62.0,192.0,31.0,176.0,4.0,227.0
24.0,36.0,85.0,34.0,39.0,11.0,58.0,18.0,14.0,30.0,68.0,16.0,33.0,19.0,13.0,53.0,61.0,61.0,53.0,19.0,76.0,38.0,30.0,22.0,18.0,34.0,40.0,49.0,169.0,8.0,79.0,26.0,95.0
53.0,76.0,138.0,80.0,83.0,47.0,149.0,40.0,31.0,52.0,16.0,111.0,75.0,10.0,35.0,35.0,59.0,100.0,50.0,25.0,81.0,69.0,43.0,43.0,15.0,47.0,47.0,42.0,170.0,15.0,129.0,0.0,177.0
72.0,103.0,194.0,112.0,117.0,65.0,194.0,54.0,40.0,83.0,33.0,75.0,185.0,40.0,59.0,54.0,90.0,110.0,75.0,36.0,143.0,94.0,69.0,63.0,39.0,57.0,73.0,61.0,220.0,14.0,194.0,4.0,283.0
17.0,22.0,44.0,22.0,41.0,18.0,49.0,10.0,9.0,19.0,19.0,10.0,40.0,39.0,16.0,18.0,27.0,26.0,26.0,12.0,59.0,23.0,34.0,17.0,12.0,11.0,22.0,19.0,80.0,5.0,47.0,9.0,60.0
35.0,49.0,97.0,50.0,67.0,44.0,105.0,28.0,19.0,44.0,13.0,35.0,59.0,16.0,58.0,23.0,42.0,50.0,33.0,17.0,62.0,41.0,50.0,38.0,27.0,30.0,32.0,22.0,100.0,10.0,98.0,1.0,108.0
29.0,56.0,124.0,39.0,66.0,28.0,112.0,16.0,7.0,63.0,53.0,35.0,54.0,18.0,23.0,122.0,55.0,114.0,57.0,26.0,97.0,56.0,59.0,51.0,23.0,39.0,65.0,60.0,176.0,20.0,153.0,13.0,183.0
61.0,85.0,160.0,94.0,80.0,45.0,127.0,44.0,35.0,72.0,61.0,59.0,90.0,27.0,42.0,55.0,192.0,112.0,73.0,34.0,127.0,86.0,69.0,54.0,30.0,55.0,65.0,84.0,260.0,16.0,161.0,20.0,233.0
81.0,122.0,227.0,119.0,140.0,66.0,233.0,58.0,39.0,99.0,61.0,100.0,110.0,26.0,50.0,114.0,112.0,272.0,94.0,45.0,151.0,90.0,88.0,81.0,26.0,73.0,102.0,94.0,303.0,32.0,271.0,10.0,351.0
52.0,70.0,147.0,70.0,80.0,42.0,139.0,36.0,26.0,61.0,53.0,50.0,75.0,26.0,33.0,57.0,73.0,94.0,114.0,27.0,119.0,81.0,57.0,47.0,20.0,50.0,65.0,65.0,204.0,19.0,146.0,17.0,182.0
34.0,45.0,69.0,36.0,45.0,25.0,67.0,17.0,12.0,30.0,19.0,25.0,36.0,12.0,17.0,26.0,34.0,45.0,27.0,64.0,55.0,25.0,24.0,19.0,15.0,17.0,32.0,27.0,93.0,5.0,86.0,9.0,109.0
93.0,133.0,234.0,128.0,157.0,92.0,244.0,58.0,46.0,95.0,76.0,81.0,143.0,59.0,62.0,97.0,127.0,151.0,119.0,55.0,324.0,125.0,119.0,93.0,51.0,70.0,106.0,101.0,355.0,26.0,255.0,24.0,342.0
54.0,71.0,159.0,74.0,82.0,56.0,154.0,30.0,24.0,86.0,38.0,69.0,94.0,23.0,41.0,56.0,86.0,90.0,81.0,25.0,125.0,160.0,81.0,63.0,32.0,66.0,66.0,80.0,235.0,26.0,161.0,9.0,216.0
28.0,64.0,149.0,48.0,101.0,60.0,145.0,20.0,17.0,105.0,30.0,43.0,69.0,34.0,50.0,59.0,69.0,88.0,57.0,24.0,119.0,81.0,198.0,102.0,34.0,58.0,86.0,69.0,194.0,33.0,164.0,8.0,189.0
30.0,55.0,141.0,53.0,70.0,46.0,129.0,17.0,17.0,75.0,22.0,43.0,63.0,17.0,38.0,51.0,54.0,81.0,47.0,19.0,93.0,63.0,102.0,106.0,23.0,43.0,53.0,47.0,137.0,18.0,130.0,1.0,184.0
20.0,32.0,58.0,26.0,39.0,22.0,54.0,13.0,10.0,27.0,18.0,15.0,39.0,12.0,27.0,23.0,30.0,26.0,20.0,15.0,51.0,32.0,34.0,23.0,44.0,16.0,20.0,27.0,102.0,3.0,58.0,8.0,75.0
44.0,58.0,126.0,40.0,57.0,34.0,118.0,31.0,24.0,65.0,34.0,47.0,57.0,11.0,30.0,39.0,55.0,73.0,50.0,17.0,70.0,66.0,58.0,43.0,16.0,97.0,74.0,55.0,162.0,21.0,140.0,8.0,154.0
52.0,68.0,173.0,64.0,89.0,43.0,154.0,29.0,18.0,75.0,40.0,47.0,73.0,22.0,32.0,65.0,65.0,102.0,65.0,32.0,106.0,66.0,86.0,53.0,20.0,74.0,158.0,69.0,194.0,25.0,178.0,6.0,215.0
35.0,55.0,128.0,54.0,69.0,38.0,115.0,13.0,21.0,62.0,49.0,42.0,61.0,19.0,22.0,60.0,84.0,94.0,65.0,27.0,101.0,80.0,69.0,47.0,27.0,55.0,69.0,132.0,213.0,22.0,119.0,19.0,199.0
142.0,215.0,452.0,225.0,249.0,151.0,373.0,127.0,89.0,192.0,169.0,170.0,220.0,80.0,100.0,176.0,260.0,303.0,204.0,93.0,355.0,235.0,194.0,137.0,102.0,162.0,194.0,213.0,1028.0,38.0,415.0,83.0,622.0
8.0,16.0,46.0,9.0,22.0,13.0,45.0,2.0,2.0,31.0,8.0,15.0,14.0,5.0,10.0,20.0,16.0,32.0,19.0,5.0,26.0,26.0,33.0,18.0,3.0,21.0,25.0,22.0,38.0,17.0,53.0,0.0,50.0
136.0,194.0,357.0,163.0,217.0,115.0,352.0,94.0,61.0,176.0,79.0,129.0,194.0,47.0,98.0,153.0,161.0,271.0,146.0,86.0,255.0,161.0,164.0,130.0,58.0,140.0,178.0,119.0,415.0,53.0,681.0,10.0,546.0
3.0,4.0,14.0,3.0,7.0,1.0,2.0,2.0,3.0,4.0,26.0,0.0,4.0,9.0,1.0,13.0,20.0,10.0,17.0,9.0,24.0,9.0,8.0,1.0,8.0,8.0,6.0,19.0,83.0,0.0,10.0,21.0,22.0
154.0,265.0,482.0,236.0,241.0,121.0,414.0,99.0,62.0,227.0,95.0,177.0,283.0,60.0,108.0,183.0,233.0,351.0,182.0,109.0,342.0,216.0,189.0,184.0,75.0,154.0,215.0,199.0,622.0,50.0,546.0,22.0,1193.0
