127.0,93.0,130.0,84.0,86.0,46.0,115.0,43.0,32.0,47.0,24.0,53.0,72.0,17.0,35.0,29.0,61.0,81.0,52.0,34.0,93.0,54.0,28.0,30.0,20.0,44.0,52.0,35.0,34.0,17.0,33.0,57.0,8.0,39.0,46.0,47.0,3.0,22.0,97.0,34.0
93.0,200.0,182.0,109.0,92.0,53.0,165.0,49.0,30.0,76.0,36.0,76.0,103.0,22.0,49.0,56.0,85.0,122.0,70.0,45.0,133.0,71.0,64.0,55.0,32.0,58.0,68.0,55.0,48.0,32.0,62.0,73.0,16.0,65.0,68.0,59.0,4.0,39.0,155.0,69.0
130.0,182.0,580.0,222.0,202.0,120.0,355.0,74.0,70.0,195.0,85.0,138.0,194.0,44.0,97.0,124.0,160.0,227.0,147.0,69.0,234.0,159.0,149.0,141.0,58.0,126.0,173.0,128.0,119.0,65.0,132.0,136.0,46.0,110.0,119.0,124.0,14.0,76.0,294.0,110.0
84.0,109.0,222.0,192.0,111.0,67.0,155.0,56.0,44.0,66.0,34.0,80.0,112.0,22.0,50.0,39.0,94.0,119.0,70.0,36.0,128.0,74.0,48.0,53.0,26.0,40.0,64.0,54.0,62.0,24.0,53.0,86.0,9.0,45.0,60.0,52.0,3.0,35.0,145.0,55.0
86.0,92.0,202.0,111.0,233.0,93.0,206.0,60.0,48.0,82.0,39.0,83.0,117.0,41.0,67.0,66.0,80.0,140.0,80.0,45.0,157.0,82.0,101.0,70.0,39.0,57.0,89.0,69.0,60.0,29.0,83.0,77.0,22.0,75.0,70.0,66.0,7.0,36.0,148.0,54.0
46.0,53.0,120.0,67.0,93.0,93.0,126.0,35.0,26.0,64.0,11.0,47.0,65.0,18.0,44.0,28.0,45.0,66.0,42.0,25.0,92.0,56.0,60.0,46.0,22.0,34.0,43.0,38.0,44.0,17.0,42.0,47.0,13.0,37.0,44.0,33.0,1.0,14.0,71.0,35.0
115.0,165.0,355.0,155.0,206.0,126.0,540.0,88.0,71.0,161.0,58.0,149.0,194.0,49.0,105.0,112.0,127.0,233.0,139.0,67.0,244.0,154.0,145.0,129.0,54.0,118.0,154.0,115.0,115.0,43.0,95.0,117.0,45.0,136.0,110.0,106.0,2.0,55.0,244.0,114.0
43.0,49.0,74.0,56.0,60.0,35.0,88.0,72.0,34.0,25.0,18.0,40.0,54.0,10.0,28.0,16.0,44.0,58.0,36.0,17.0,58.0,30.0,20.0,17.0,13.0,31.0,29.0,13.0,40.0,9.0,35.0,43.0,2.0,31.0,32.0,30.0,2.0,13.0,62.0,23.0
32.0,30.0,70.0,44.0,48.0,26.0,71.0,34.0,51.0,22.0,14.0,31.0,40.0,9.0,19.0,7.0,35.0,39.0,26.0,12.0,46.0,24.0,17.0,17.0,10.0,24.0,18.0,21.0,29.0,4.0,25.0,30.0,2.0,22.0,17.0,20.0,3.0,11.0,38.0,12.0
47.0,76.0,195.0,66.0,82.0,64.0,161.0,25.0,22.0,156.0,30.0,52.0,83.0,19.0,44.0,63.0,72.0,99.0,61.0,30.0,95.0,86.0,105.0,75.0,27.0,65.0,75.0,62.0,41.0,36.0,58.0,57.0,31.0,61.0,51.0,66.0,4.0,43.0,124.0,57.0
24.0,36.0,85.0,34.0,39.0,11.0,58.0,18.0,14.0,30.0,68.0,16.0,33.0,19.0,13.0,53.0,61.0,61.0,53.0,19.0,76.0,38.0,30.0,22.0,18.0,34.0,40.0,49.0,26.0,33.0,76.0,34.0,8.0,32.0,24.0,23.0,26.0,27.0,44.0,23.0
53.0,76.0,138.0,80.0,83.0,47.0,149.0,40.0,31.0,52.0,16.0,111.0,75.0,10.0,35.0,35.0,59.0,100.0,50.0,25.0,81.0,69.0,43.0,43.0,15.0,47.0,47.0,42.0,39.0,21.0,49.0,60.0,15.0,44.0,42.0,42.0,0.0,26.0,104.0,46.0
72.0,103.0,194.0,112.0,117.0,65.0,194.0,54.0,40.0,83.0,33.0,75.0,185.0,40.0,59.0,54.0,90.0,110.0,75.0,36.0,143.0,94.0,69.0,63.0,39.0,57.0,73.0,61.0,61.0,25.0,60.0,74.0,14.0,68.0,65.0,56.0,4.0,44.0,173.0,64.0
17.0,22.0,44.0,22.0,41.0,18.0,49.0,10.0,9.0,19.0,19.0,10.0,40.0,39.0,16.0,18.0,27.0,26.0,26.0,12.0,59.0,23.0,34.0,17.0,12.0,11.0,22.0,19.0,15.0,14.0,30.0,21.0,5.0,17.0,18.0,12.0,9.0,12.0,35.0,13.0
35.0,49.0,97.0,50.0,67.0,44.0,105.0,28.0,19.0,44.0,13.0,35.0,59.0,16.0,58.0,23.0,42.0,50.0,33.0,17.0,62.0,41.0,50.0,38.0,27.0,30.0,32.0,22.0,30.0,10.0,30.0,30.0,10.0,36.0,37.0,26.0,1.0,18.0,64.0,25.0
29.0,56.0,124.0,39.0,66.0,28.0,112.0,16.0,7.0,63.0,53.0,35.0,54.0,18.0,23.0,122.0,55.0,114.0,57.0,26.0,97.0,56.0,59.0,51.0,23.0,39.0,65.0,60.0,24.0,45.0,66.0,39.0,20.0,51.0,48.0,53.0,13.0,31.0,100.0,49.0
61.0,85.0,160.0,94.0,80.0,45.0,127.0,44.0,35.0,72.0,61.0,59.0,90.0,27.0,42.0,55.0,192.0,112.0,73.0,34.0,127.0,86.0,69.0,54.0,30.0,55.0,65.0,84.0,48.0,40.0,100.0,72.0,16.0,53.0,60.0,49.0,20.0,52.0,122.0,55.0
81.0,122.0,227.0,119.0,140.0,66.0,233.0,58.0,39.0,99.0,61.0,100.0,110.0,26.0,50.0,114.0,112.0,272.0,94.0,45.0,151.0,90.0,88.0,81.0,26.0,73.0,102.0,94.0,52.0,58.0,95.0,98.0,32.0,84.0,92.0,93.0,10.0,57.0,202.0,87.0
52.0,70.0,147.0,70.0,80.0,42.0,139.0,36.0,26.0,61.0,53.0,50.0,75.0,26.0,33.0,57.0,73.0,94.0,114.0,27.0,119.0,81.0,57.0,47.0,20.0,50.0,65.0,65.0,42.0,32.0,79.0,50.0,19.0,48.0,51.0,48.0,17.0,36.0,102.0,42.0
34.0,45.0,69.0,36.0,45.0,25.0,67.0,17.0,12.0,30.0,19.0,25.0,36.0,12.0,17.0,26.0,34.0,45.0,27.0,64.0,55.0,25.0,24.0,19.0,15.0,17.0,32.0,27.0,21.0,14.0,32.0,26.0,5.0,25.0,33.0,24.0,9.0,19.0,61.0,28.0
93.0,133.0,234.0,128.0,157.0,92.0,244.0,58.0,46.0,95.0,76.0,81.0,143.0,59.0,62.0,97.0,127.0,151.0,119.0,55.0,324.0,125.0,119.0,93.0,51.0,70.0,106.0,101.0,82.0,51.0,125.0,96.0,26.0,83.0,93.0,75.0,24.0,59.0,198.0,81.0
54.0,71.0,159.0,74.0,82.0,56.0,154.0,30.0,24.0,86.0,38.0,69.0,94.0,23.0,41.0,56.0,86.0,90.0,81.0,25.0,125.0,160.0,81.0,63.0,32.0,66.0,66.0,80.0,55.0,38.0,73.0,69.0,26.0,55.0,52.0,54.0,9.0,41.0,118.0,54.0
28.0,64.0,149.0,48.0,101.0,60.0,145.0,20.0,17.0,105.0,30.0,43.0,69.0,34.0,50.0,59.0,69.0,88.0,57.0,24.0,119.0,81.0,198.0,102.0,34.0,58.0,86.0,69.0,40.0,32.0,71.0,51.0,33.0,49.0,64.0,53.0,8.0,40.0,101.0,46.0
30.0,55.0,141.0,53.0,70.0,46.0,129.0,17.0,17.0,75.0,22.0,43.0,63.0,17.0,38.0,51.0,54.0,81.0,47.0,19.0,93.0,63.0,102.0,106.0,23.0,43.0,53.0,47.0,32.0,23.0,36.0,46.0,18.0,38.0,51.0,43.0,1.0,32.0,102.0,49.0
20.0,32.0,58.0,26.0,39.0,22.0,54.0,13.0,10.0,27.0,18.0,15.0,39.0,12.0,27.0,23.0,30.0,26.0,20.0,15.0,51.0,32.0,34.0,23.0,44.0,16.0,20.0,27.0,21.0,15.0,36.0,30.0,3.0,28.0,15.0,13.0,8.0,11.0,52.0,12.0
44.0,58.0,126.0,40.0,57.0,34.0,118.0,31.0,24.0,65.0,34.0,47.0,57.0,11.0,30.0,39.0,55.0,73.0,50.0,17.0,70.0,66.0,58.0,43.0,16.0,97.0,74.0,55.0,39.0,23.0,52.0,48.0,21.0,54.0,40.0,48.0,8.0,28.0,85.0,41.0
52.0,68.0,173.0,64.0,89.0,43.0,154.0,29.0,18.0,75.0,40.0,47.0,73.0,22.0,32.0,65.0,65.0,102.0,65.0,32.0,106.0,66.0,86.0,53.0,20.0,74.0,158.0,69.0,50.0,33.0,55.0,56.0,25.0,53.0,67.0,56.0,6.0,28.0,125.0,62.0
35.0,55.0,128.0,54.0,69.0,38.0,115.0,13.0,21.0,62.0,49.0,42.0,61.0,19.0,22.0,60.0,84.0,94.0,65.0,27.0,101.0,80.0,69.0,47.0,27.0,55.0,69.0,132.0,33.0,40.0,87.0,52.0,22.0,46.0,40.0,35.0,19.0,37.0,107.0,53.0
34.0,48.0,119.0,62.0,60.0,44.0,115.0,40.0,29.0,41.0,26.0,39.0,61.0,15.0,30.0,24.0,48.0,52.0,42.0,21.0,82.0,55.0,40.0,32.0,21.0,39.0,50.0,33.0,96.0,21.0,53.0,47.0,4.0,37.0,33.0,26.0,8.0,18.0,81.0,31.0
17.0,32.0,65.0,24.0,29.0,17.0,43.0,9.0,4.0,36.0,33.0,21.0,25.0,14.0,10.0,45.0,40.0,58.0,32.0,14.0,51.0,38.0,32.0,23.0,15.0,23.0,33.0,40.0,21.0,59.0,62.0,34.0,8.0,25.0,22.0,26.0,16.0,19.0,56.0,35.0
33.0,62.0,132.0,53.0,83.0,42.0,95.0,35.0,25.0,58.0,76.0,49.0,60.0,30.0,30.0,66.0,100.0,95.0,79.0,32.0,125.0,73.0,71.0,36.0,36.0,52.0,55.0,87.0,53.0,62.0,197.0,60.0,17.0,58.0,36.0,39.0,49.0,52.0,87.0,43.0
57.0,73.0,136.0,86.0,77.0,47.0,117.0,43.0,30.0,57.0,34.0,60.0,74.0,21.0,30.0,39.0,72.0,98.0,50.0,26.0,96.0,69.0,51.0,46.0,30.0,48.0,56.0,52.0,47.0,34.0,60.0,119.0,9.0,36.0,33.0,42.0,10.0,31.0,108.0,53.0
