0.15087163,0.20855784,0.35879555,0.17717908,0.20253566,0.110935025,0.2985737,0.091600634,0.0725832,0.14770205,0.065293185,0.1274168,0.18827258,0.06053883,0.0836767,0.10681458,0.18161649,0.20633915,0.12266244,0.08779715,0.26180667,0.16450079,0.15974644,0.11980983,0.06022187,0.11283677,0.14992076,0.13090333,0.12805071,0.105863705,0.20253566,0.1340729,0.10459588,0.08906498,0.15467513,0.1163233,0.1673534,0.11568938,0.11251981,0.09762282,0.25578448,0.09698891,0.13724247,0.056418385,0.1467512,0.18320127,0.14706814,0.18890649,0.15752773,0.14548336,0.25134706,0.09793978,0.120126784,0.22282092,0.15023772,0.20602219,0.06275753,0.08779715,0.14706814,0.05229794,0.09667195,0.11854199,0.14484945
0.20855784,0.33946118,0.53090334,0.26275754,0.30237716,0.162916,0.47290015,0.13692552,0.10681458,0.22313787,0.08748019,0.2,0.2931854,0.08684628,0.13502377,0.15625991,0.2732171,0.31885895,0.18098256,0.13312203,0.38541996,0.24057053,0.23137876,0.17527734,0.097305864,0.16006339,0.20570523,0.19270998,0.17369255,0.1429477,0.30491284,0.20697306,0.16767037,0.13122028,0.23359746,0.17210777,0.24215531,0.16608557,0.16830428,0.13724247,0.3866878,0.14199683,0.21774961,0.08557845,0.21077655,0.27575278,0.23613313,0.26719493,0.23581617,0.2393027,0.37210777,0.13977814,0.18256736,0.33534074,0.21584786,0.29160064,0.09064976,0.12107766,0.20982568,0.08209192,0.14263074,0.16196513,0.222187
0.35879555,0.53090334,1.0,0.47385103,0.5540412,0.30903327,0.90047544,0.22567354,0.1955626,0.42313787,0.1740095,0.3445325,0.525832,0.16069731,0.23740095,0.31061807,0.49667194,0.58573693,0.34421554,0.21648178,0.7318542,0.45546752,0.44786054,0.36164817,0.1784469,0.29984152,0.40507132,0.38510302,0.33058637,0.29603803,0.55309033,0.3911252,0.28652933,0.26339144,0.42187005,0.32614896,0.44342315,0.3074485,0.3080824,0.29096672,0.7033281,0.24215531,0.39302695,0.15911251,0.38478604,0.5318542,0.43423137,0.5318542,0.4386688,0.39587957,0.689065,0.26846275,0.32329637,0.59651345,0.4133122,0.59239304,0.17369255,0.2621236,0.4044374,0.13312203,0.2614897,0.32361332,0.43676704
0.17717908,0.26275754,0.47385103,0.2608558,0.26117274,0.1518225,0.4133122,0.107448496,0.096038036,0.18954042,0.08177496,0.16640253,0.25610143,0.08209192,0.11251981,0.13914421,0.24088748,0.27004755,0.15530904,0.10713154,0.35309035,0.21299525,0.20031695,0.16038035,0.08684628,0.124564186,0.18415214,0.18066561,0.15879557,0.1385103,0.26941362,0.1822504,0.14326467,0.10903328,0.19302694,0.15657686,0.22503962,0.1473851,0.14833598,0.12995246,0.34675118,0.11854199,0.18066561,0.07606973,0.1755943,0.25736925,0.21394612,0.26117274,0.21045959,0.19492869,0.31600633,0.12773375,0.1622821,0.28050712,0.19683042,0.2896989,0.08082409,0.12139461,0.19270998,0.07226624,0.114421554,0.14770205,0.20570523
0.20253566,0.30237716,0.5540412,0.26117274,0.33977813,0.17971474,0.5004754,0.13058637,0.11283677,0.24025357,0.10047544,0.1911252,0.29572108,0.094453245,0.13755943,0.17971474,0.27448493,0.32678288,0.19461173,0.12868463,0.41521394,0.25007924,0.26751187,0.20602219,0.10142631,0.17083994,0.23232964,0.21965134,0.1740095,0.17337559,0.31949288,0.21141046,0.15245642,0.15023772,0.24057053,0.17464343,0.24659272,0.177813,0.17622821,0.17020603,0.3977813,0.13724247,0.21870047,0.08938193,0.21584786,0.31505546,0.24120444,0.30776545,0.24659272,0.2266244,0.38541996,0.15657686,0.18415214,0.34167987,0.23423138,0.3318542,0.10142631,0.15562598,0.22757527,0.0725832,0.14833598,0.18320127,0.24659272
0.110935025,0.162916,0.30903327,0.1518225,0.17971474,0.10776545,0.281458,0.07226624,0.06339144,0.12995246,0.05134707,0.105863705,0.16164818,0.050079238,0.0770206,0.09223455,0.1518225,0.17432646,0.10459588,0.06973059,0.23232964,0.14263074,0.14326467,0.110935025,0.058637083,0.08969889,0.12805071,0.12329636,0.09889065,0.096038036,0.17622821,0.11759113,0.088748015,0.08082409,0.12995246,0.09889065,0.14136292,0.09920761,0.09286846,0.101743266,0.22852615,0.0770206,0.12107766,0.04754358,0.11695721,0.17432646,0.14326467,0.17876387,0.12868463,0.120760694,0.21362916,0.08652932,0.10047544,0.18732171,0.13375594,0.18732171,0.053882726,0.08652932,0.12900159,0.04342314,0.07638669,0.10332805,0.13724247
0.2985737,0.47290015,0.90047544,0.4133122,0.5004754,0.281458,0.9125198,0.2,0.18098256,0.38637084,0.15087163,0.31505546,0.503645,0.14484945,0.2244057,0.28209192,0.4472266,0.52393025,0.32773376,0.19270998,0.673851,0.4155309,0.39429477,0.33438987,0.16608557,0.27226624,0.3749604,0.34896988,0.2896989,0.259271,0.4909667,0.35911253,0.25958794,0.24595879,0.3733756,0.28906497,0.38256735,0.26751187,0.2697306,0.2697306,0.644374,0.20729001,0.38320127,0.14421552,0.33946118,0.50998414,0.4133122,0.47765452,0.39587957,0.36481774,0.62472266,0.23708399,0.31600633,0.5391442,0.39049128,0.52329636,0.17242472,0.24627575,0.37781298,0.11251981,0.22789223,0.31378764,0.41236132
0.091600634,0.13692552,0.22567354,0.107448496,0.13058637,0.07226624,0.2,0.06434231,0.050079238,0.093819335,0.040570524,0.08209192,0.12044374,0.03740095,0.055784468,0.06561014,0.114421554,0.13217115,0.0770206,0.0570523,0.1673534,0.10142631,0.10047544,0.07511886,0.038351823,0.07511886,0.096038036,0.080190174,0.0770206,0.06212361,0.1296355,0.088748015,0.06561014,0.06275753,0.10237718,0.0725832,0.10237718,0.07226624,0.06941363,0.0659271,0.16101426,0.06022187,0.09128368,0.03645008,0.09318542,0.11759113,0.09762282,0.113787636,0.09255151,0.097305864,0.16196513,0.059270997,0.0770206,0.14136292,0.09793978,0.12044374,0.03961965,0.052931853,0.09318542,0.034548335,0.05895404,0.07606973,0.09128368
0.0725832,0.10681458,0.1955626,0.096038036,0.11283677,0.06339144,0.18098256,0.050079238,0.04881141,0.0770206,0.038034864,0.06909667,0.10491284,0.033597466,0.046909668,0.05673534,0.09825674,0.1096672,0.06497623,0.04754358,0.14992076,0.08557845,0.08431062,0.06782884,0.03518225,0.060855784,0.08209192,0.07226624,0.06212361,0.056101426,0.10998415,0.07543582,0.056418385,0.055150554,0.08557845,0.059270997,0.08843106,0.06053883,0.06244057,0.06053883,0.14389858,0.050079238,0.07606973,0.034548335,0.07606973,0.10903328,0.08652932,0.10396197,0.082408875,0.07955626,0.13153724,0.05229794,0.07131537,0.1141046,0.09064976,0.108082406,0.036767036,0.049762283,0.08335975,0.029160064,0.04912837,0.06339144,0.08209192
0.14770205,0.22313787,0.42313787,0.18954042,0.24025357,0.12995246,0.38637084,0.093819335,0.0770206,0.20253566,0.076703645,0.14453249,0.22028527,0.06909667,0.105229795,0.14167987,0.21901743,0.2576862,0.15752773,0.09413629,0.31093502,0.20126782,0.21521394,0.16481775,0.074484944,0.13438986,0.1755943,0.17242472,0.13977814,0.13122028,0.24247226,0.17210777,0.1141046,0.11790808,0.1866878,0.14643423,0.18193343,0.13280506,0.12995246,0.124564186,0.28874803,0.09793978,0.17686212,0.06656101,0.16830428,0.22408874,0.17717908,0.22408874,0.18985736,0.17052297,0.30491284,0.118858956,0.13534074,0.26180667,0.17496037,0.25832012,0.07765452,0.12107766,0.16925515,0.055784468,0.12266244,0.14706814,0.1993661
