0.14623655,0.20215054,0.34777266,0.1717358,0.19631337,0.10752688,0.28940094,0.08878648,0.0703533,0.14316437,0.06328725,0.12350231,0.18248849,0.058678955,0.08110599,0.10353303,0.17603686,0.2,0.11889401,0.085099846,0.25376344,0.159447,0.15483871,0.11612903,0.058371738,0.1093702,0.1453149,0.12688172,0.12012289,0.110906295,0.22826421,0.21781874,0.33671275,0.28847927,0.069738865
0.20215054,0.32903227,0.51459295,0.2546851,0.29308757,0.15791091,0.45837173,0.13271889,0.10353303,0.21628264,0.08479263,0.19385561,0.2841782,0.08417819,0.13087557,0.15145929,0.26482335,0.309063,0.17542243,0.12903225,0.3735791,0.23317972,0.22427036,0.16989248,0.09431644,0.15514593,0.19938555,0.18678956,0.19139785,0.17142858,0.33917052,0.30998462,0.5124424,0.41751152,0.098003075
0.34777266,0.51459295,0.96927804,0.4592934,0.53701997,0.29953918,0.8728111,0.2187404,0.18955453,0.41013825,0.16866359,0.33394778,0.5096774,0.15576036,0.23010753,0.30107528,0.48141322,0.56774193,0.33364055,0.20983103,0.7093702,0.44147465,0.43410137,0.35053763,0.17296466,0.2906298,0.39262673,0.37327188,0.318894,0.29032257,0.6795699,0.61167437,0.9517665,0.80276495,0.18617511
0.1717358,0.2546851,0.4592934,0.25284177,0.253149,0.14715822,0.40061444,0.104147464,0.093087554,0.18371736,0.079262674,0.16129032,0.24823348,0.07956989,0.10906298,0.13486943,0.23348695,0.26175115,0.15053764,0.10384025,0.34224272,0.20645161,0.19416283,0.15545315,0.08417819,0.12073733,0.17849462,0.17511521,0.15391704,0.1373272,0.30967742,0.28940094,0.425192,0.37019968,0.097081415
0.19631337,0.29308757,0.53701997,0.253149,0.32933947,0.17419355,0.48509985,0.1265745,0.1093702,0.2328725,0.09738863,0.18525346,0.28663594,0.09155146,0.13333334,0.17419355,0.26605222,0.31674346,0.18863288,0.12473118,0.40245774,0.24239631,0.2592934,0.19969279,0.09831029,0.1655914,0.22519201,0.21290323,0.18156682,0.16835637,0.3827957,0.3419355,0.54132104,0.4528418,0.10199693
0.10752688,0.15791091,0.29953918,0.14715822,0.17419355,0.10445469,0.27281106,0.07004608,0.061443932,0.12596007,0.049769584,0.10261137,0.15668203,0.048540708,0.07465438,0.089400925,0.14715822,0.16897081,0.10138249,0.06758833,0.22519201,0.13824885,0.13886328,0.10752688,0.056835636,0.086943164,0.12411674,0.119508445,0.09185868,0.093087554,0.21105991,0.19508448,0.28847927,0.2451613,0.057757296
0.28940094,0.45837173,0.8728111,0.40061444,0.48509985,0.27281106,0.8844854,0.19385561,0.17542243,0.37450078,0.14623655,0.30537635,0.48817205,0.14039938,0.21751152,0.2734255,0.43348694,0.5078341,0.31766513,0.18678956,0.653149,0.40276498,0.38218126,0.32411674,0.1609831,0.26390168,0.36344087,0.33824885,0.27526882,0.2746544,0.65253454,0.5689708,0.8694316,0.71029186,0.15791091
0.08878648,0.13271889,0.2187404,0.104147464,0.1265745,0.07004608,0.19385561,0.06236559,0.048540708,0.09093702,0.039324116,0.07956989,0.116743475,0.03625192,0.05407066,0.06359447,0.110906295,0.1281106,0.07465438,0.05529954,0.16221198,0.09831029,0.09738863,0.07281106,0.03717358,0.07281106,0.093087554,0.07772657,0.07311828,0.07526882,0.14254992,0.13701996,0.21597542,0.1812596,0.040552996
0.0703533,0.10353303,0.18955453,0.093087554,0.1093702,0.061443932,0.17542243,0.048540708,0.047311828,0.07465438,0.03686636,0.06697389,0.10168971,0.032565285,0.04546851,0.05499232,0.0952381,0.106298,0.06298003,0.04608295,0.1453149,0.08294931,0.08172043,0.06574501,0.034101382,0.058986176,0.07956989,0.07004608,0.060215052,0.061443932,0.12872504,0.124423966,0.17542243,0.15483871,0.038402457
0.14316437,0.21628264,0.41013825,0.18371736,0.2328725,0.12596007,0.37450078,0.09093702,0.07465438,0.19631337,0.07434716,0.14009216,0.21351767,0.06697389,0.10199693,0.1373272,0.21228878,0.24976958,0.15268818,0.09124424,0.30138248,0.19508448,0.20860215,0.15975423,0.07219662,0.13026114,0.17019969,0.16712749,0.13548388,0.12565283,0.30445468,0.2565284,0.43317974,0.3533026,0.07711214
