0.10645432,0.07795474,0.10896899,0.07041073,0.072087176,0.038558256,0.09639564,0.036043588,0.026823135,0.03939648,0.020117352,0.04442582,0.060352053,0.01424979,0.029337805,0.024308465,0.051131602,0.06789606,0.043587595,0.02849958,0.07795474,0.04526404,0.023470243,0.02514669,0.01676446,0.036881812,0.043587595,0.029337805,0.11902766,0.006705784,0.11399832,0.002514669,0.12908633
0.07795474,0.16764459,0.15255658,0.091366306,0.07711651,0.04442582,0.1383068,0.041072924,0.02514669,0.063704945,0.030176027,0.063704945,0.08633696,0.018440906,0.041072924,0.046940487,0.07124895,0.102263205,0.05867561,0.037720032,0.111483656,0.05951383,0.05364627,0.046102263,0.026823135,0.04861693,0.05699916,0.046102263,0.18021794,0.013411568,0.16261525,0.003352892,0.22212909
0.10896899,0.15255658,0.4861693,0.18608549,0.16932105,0.10058676,0.29756916,0.0620285,0.05867561,0.16345347,0.07124895,0.11567477,0.16261525,0.036881812,0.08130763,0.103939645,0.13411568,0.19027661,0.123218775,0.057837386,0.19614418,0.13327745,0.12489522,0.11818944,0.04861693,0.10561609,0.14501257,0.10729254,0.37887678,0.038558256,0.2992456,0.011735122,0.40402347
0.07041073,0.091366306,0.18608549,0.16093881,0.093042746,0.056160938,0.12992457,0.046940487,0.036881812,0.055322714,0.02849958,0.06705784,0.093880974,0.018440906,0.041911148,0.032690696,0.07879296,0.09974853,0.05867561,0.030176027,0.10729254,0.0620285,0.040234704,0.04442582,0.021793798,0.03352892,0.05364627,0.04526404,0.18860017,0.0075440067,0.13663034,0.002514669,0.19782062
0.072087176,0.07711651,0.16932105,0.093042746,0.19530596,0.07795474,0.17267393,0.05029338,0.040234704,0.06873428,0.032690696,0.06957251,0.09807209,0.03436714,0.056160938,0.055322714,0.06705784,0.11735122,0.06705784,0.037720032,0.131601,0.06873428,0.08466052,0.05867561,0.032690696,0.04777871,0.074601844,0.057837386,0.20871753,0.018440906,0.18189438,0.005867561,0.20201173
0.038558256,0.04442582,0.10058676,0.056160938,0.07795474,0.07795474,0.10561609,0.029337805,0.021793798,0.05364627,0.009220453,0.03939648,0.054484494,0.015088013,0.036881812,0.023470243,0.037720032,0.055322714,0.035205364,0.020955574,0.07711651,0.046940487,0.05029338,0.038558256,0.018440906,0.02849958,0.036043588,0.031852473,0.12657167,0.010896899,0.09639564,0.000838223,0.10142498
0.09639564,0.1383068,0.29756916,0.12992457,0.17267393,0.10561609,0.4526404,0.073763624,0.05951383,0.1349539,0.04861693,0.12489522,0.16261525,0.041072924,0.08801341,0.093880974,0.10645432,0.19530596,0.11651299,0.056160938,0.20452641,0.12908633,0.12154233,0.10813076,0.04526404,0.09891031,0.12908633,0.09639564,0.31265718,0.037720032,0.2950545,0.001676446,0.34702432
0.036043588,0.041072924,0.0620285,0.046940487,0.05029338,0.029337805,0.073763624,0.060352053,0.02849958,0.020955574,0.015088013,0.03352892,0.04526404,0.00838223,0.023470243,0.013411568,0.036881812,0.04861693,0.030176027,0.01424979,0.04861693,0.02514669,0.01676446,0.01424979,0.010896899,0.025984911,0.024308465,0.010896899,0.10645432,0.001676446,0.07879296,0.001676446,0.082984075
0.026823135,0.02514669,0.05867561,0.036881812,0.040234704,0.021793798,0.05951383,0.02849958,0.04274937,0.018440906,0.011735122,0.025984911,0.03352892,0.0075440067,0.015926236,0.005867561,0.029337805,0.032690696,0.021793798,0.010058676,0.038558256,0.020117352,0.01424979,0.01424979,0.00838223,0.020117352,0.015088013,0.017602682,0.074601844,0.001676446,0.051131602,0.002514669,0.051969822
0.03939648,0.063704945,0.16345347,0.055322714,0.06873428,0.05364627,0.1349539,0.020955574,0.018440906,0.13076279,0.02514669,0.043587595,0.06957251,0.015926236,0.036881812,0.052808046,0.060352053,0.082984075,0.051131602,0.02514669,0.07963118,0.072087176,0.08801341,0.062866725,0.02263202,0.054484494,0.062866725,0.051969822,0.16093881,0.025984911,0.14752725,0.003352892,0.19027661
0.020117352,0.030176027,0.07124895,0.02849958,0.032690696,0.009220453,0.04861693,0.015088013,0.011735122,0.02514669,0.05699916,0.013411568,0.027661357,0.015926236,0.010896899,0.04442582,0.051131602,0.051131602,0.04442582,0.015926236,0.063704945,0.031852473,0.02514669,0.018440906,0.015088013,0.02849958,0.03352892,0.041072924,0.14165968,0.006705784,0.06621961,0.021793798,0.07963118
0.04442582,0.063704945,0.11567477,0.06705784,0.06957251,0.03939648,0.12489522,0.03352892,0.025984911,0.043587595,0.013411568,0.093042746,0.062866725,0.00838223,0.029337805,0.029337805,0.049455155,0.083822295,0.041911148,0.020955574,0.06789606,0.057837386,0.036043588,0.036043588,0.012573345,0.03939648,0.03939648,0.035205364,0.1424979,0.012573345,0.10813076,0.0,0.14836547
