78.0,7.0,5.0,8.0,14.0,6.0,9.0,3.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
7.0,107.0,7.0,12.0,7.0,5.0,6.0,3.0,4.0,5.0,0.0,9.0,4.0,0.0,4.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
5.0,7.0,243.0,13.0,8.0,3.0,14.0,4.0,6.0,7.0,2.0,6.0,6.0,0.0,6.0,6.0,2.0,14.0,9.0,0.0,2.0,2.0,3.0,5.0,1.0,2.0,9.0,2.0,0.0,3.0,6.0,2.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0
8.0,12.0,13.0,101.0,18.0,21.0,13.0,12.0,7.0,2.0,4.0,9.0,10.0,0.0,10.0,0.0,6.0,8.0,11.0,0.0,8.0,3.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,6.0,0.0,6.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
14.0,7.0,8.0,18.0,126.0,19.0,22.0,10.0,7.0,2.0,1.0,8.0,20.0,2.0,21.0,3.0,2.0,9.0,9.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,0.0,2.0,8.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0
6.0,5.0,3.0,21.0,19.0,64.0,10.0,9.0,5.0,7.0,0.0,6.0,8.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
9.0,6.0,14.0,13.0,22.0,10.0,205.0,8.0,7.0,7.0,1.0,23.0,16.0,3.0,13.0,9.0,4.0,30.0,9.0,2.0,12.0,2.0,2.0,2.0,0.0,3.0,4.0,5.0,0.0,3.0,4.0,4.0,27.0,1.0,0.0,6.0,2.0,0.0,0.0,2.0,6.0,3.0
3.0,3.0,4.0,12.0,10.0,9.0,8.0,43.0,8.0,1.0,0.0,3.0,8.0,0.0,7.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4.0,6.0,7.0,7.0,5.0,7.0,8.0,40.0,3.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,7.0,2.0,2.0,7.0,7.0,1.0,3.0,83.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,2.0,10.0,0.0,7.0,14.0,5.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,7.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,3.0
0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,39.0,0.0,1.0,2.0,1.0,12.0,10.0,2.0,13.0,2.0,13.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,2.0,0.0,6.0,9.0,0.0,8.0,2.0,6.0,2.0,0.0,2.0,2.0,0.0,3.0
3.0,9.0,6.0,9.0,8.0,6.0,23.0,3.0,7.0,4.0,0.0,70.0,7.0,0.0,4.0,1.0,0.0,12.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,0.0,11.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0,4.0
3.0,4.0,6.0,10.0,20.0,8.0,16.0,8.0,4.0,1.0,1.0,7.0,110.0,10.0,18.0,3.0,1.0,5.0,5.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,10.0,34.0,1.0,0.0,3.0,1.0,1.0,1.0,9.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,17.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0
3.0,4.0,6.0,10.0,21.0,8.0,13.0,7.0,4.0,1.0,1.0,4.0,18.0,1.0,45.0,3.0,2.0,5.0,5.0,0.0,1.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,2.0,5.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,6.0,0.0,3.0,0.0,9.0,0.0,0.0,3.0,12.0,1.0,3.0,0.0,3.0,75.0,1.0,19.0,4.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,32.0,1.0,19.0,6.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,1.0
0.0,0.0,2.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,2.0,1.0,117.0,3.0,7.0,5.0,13.0,3.0,3.0,1.0,3.0,2.0,7.0,6.0,3.0,1.0,0.0,73.0,1.0,4.0,3.0,7.0,2.0,0.0,2.0,2.0,1.0,3.0
