0.3097643,0.09090909,0.08417509,0.08080808,0.09427609,0.04040404,0.08754209,0.037037037,0.030303031,0.026936026,0.01010101,0.033670034,0.053872053,0.0067340066,0.023569023,0.0067340066,0.033670034,0.06734007,0.043771043,0.016835017,0.043771043,0.033670034,0.0033670033,0.0033670033,0.0067340066,0.05050505,0.043771043,0.013468013,0.04040404,0.043771043,0.037037037,0.0067340066,0.104377106,0.026936026,0.0,0.074074075,0.037037037,0.0033670033,0.0067340066,0.016835017,0.057239056,0.01010101,0.043771043,0.033670034,0.026936026,0.0067340066,0.047138046,0.01010101,0.02020202
0.09090909,0.4006734,0.11111111,0.0976431,0.077441074,0.033670034,0.09427609,0.037037037,0.030303031,0.060606062,0.016835017,0.06397306,0.07070707,0.0033670033,0.043771043,0.037037037,0.037037037,0.1010101,0.047138046,0.01010101,0.06734007,0.026936026,0.016835017,0.030303031,0.016835017,0.053872053,0.053872053,0.033670034,0.04040404,0.02020202,0.060606062,0.016835017,0.04040404,0.09427609,0.0067340066,0.104377106,0.05050505,0.023569023,0.026936026,0.026936026,0.057239056,0.013468013,0.08080808,0.043771043,0.037037037,0.013468013,0.033670034,0.04040404,0.047138046
0.08417509,0.11111111,1.0,0.17508417,0.11111111,0.07070707,0.2020202,0.04040404,0.05050505,0.15151516,0.05050505,0.0976431,0.11784512,0.0033670033,0.08417509,0.06734007,0.07070707,0.13468014,0.11447811,0.033670034,0.11784512,0.09427609,0.07070707,0.08417509,0.04040404,0.06734007,0.13131313,0.08754209,0.053872053,0.05050505,0.053872053,0.077441074,0.043771043,0.074074075,0.047138046,0.17508417,0.09427609,0.043771043,0.06734007,0.07070707,0.107744105,0.05050505,0.15824915,0.047138046,0.08417509,0.030303031,0.104377106,0.107744105,0.057239056
0.08080808,0.0976431,0.17508417,0.4074074,0.124579124,0.104377106,0.12794612,0.08754209,0.053872053,0.043771043,0.033670034,0.08754209,0.13131313,0.0067340066,0.08080808,0.013468013,0.07070707,0.11784512,0.074074075,0.0033670033,0.09090909,0.06397306,0.030303031,0.023569023,0.01010101,0.04040404,0.047138046,0.05050505,0.053872053,0.023569023,0.06397306,0.06734007,0.060606062,0.12794612,0.033670034,0.17508417,0.08417509,0.0067340066,0.023569023,0.04040404,0.11111111,0.030303031,0.09090909,0.06734007,0.07070707,0.023569023,0.15488215,0.04040404,0.053872053
0.09427609,0.077441074,0.11111111,0.124579124,0.46464646,0.107744105,0.14478114,0.08754209,0.060606062,0.033670034,0.033670034,0.060606062,0.11111111,0.023569023,0.1010101,0.033670034,0.053872053,0.0976431,0.07070707,0.013468013,0.104377106,0.060606062,0.057239056,0.047138046,0.033670034,0.026936026,0.04040404,0.043771043,0.06397306,0.013468013,0.05050505,0.04040404,0.14814815,0.074074075,0.07070707,0.13468014,0.09427609,0.016835017,0.023569023,0.033670034,0.0976431,0.026936026,0.0976431,0.06734007,0.0976431,0.023569023,0.09427609,0.0033670033,0.033670034
0.04040404,0.033670034,0.07070707,0.104377106,0.107744105,0.23569024,0.077441074,0.05050505,0.030303031,0.074074075,0.0033670033,0.047138046,0.06734007,0.0067340066,0.043771043,0.0033670033,0.023569023,0.05050505,0.05050505,0.0033670033,0.06734007,0.06734007,0.053872053,0.023569023,0.0067340066,0.030303031,0.02020202,0.043771043,0.030303031,0.016835017,0.033670034,0.057239056,0.030303031,0.033670034,0.047138046,0.107744105,0.060606062,0.0067340066,0.026936026,0.030303031,0.074074075,0.013468013,0.057239056,0.05050505,0.08080808,0.023569023,0.121212125,0.01010101,0.013468013
0.08754209,0.09427609,0.2020202,0.12794612,0.14478114,0.077441074,0.83838385,0.08417509,0.08754209,0.077441074,0.033670034,0.15824915,0.124579124,0.030303031,0.09090909,0.08754209,0.06397306,0.24242425,0.11111111,0.033670034,0.13804714,0.08417509,0.06397306,0.07070707,0.02020202,0.08417509,0.08417509,0.07070707,0.043771043,0.037037037,0.06734007,0.057239056,0.06397306,0.053872053,0.060606062,0.31986532,0.12794612,0.05050505,0.08417509,0.14478114,0.12794612,0.05050505,0.17845118,0.060606062,0.104377106,0.02020202,0.08754209,0.08754209,0.030303031
0.037037037,0.037037037,0.04040404,0.08754209,0.08754209,0.05050505,0.08417509,0.17845118,0.053872053,0.016835017,0.013468013,0.037037037,0.06734007,0.0,0.047138046,0.0033670033,0.026936026,0.06397306,0.033670034,0.0,0.033670034,0.013468013,0.013468013,0.01010101,0.01010101,0.016835017,0.02020202,0.0,0.037037037,0.0033670033,0.030303031,0.023569023,0.04040404,0.030303031,0.02020202,0.07070707,0.11111111,0.01010101,0.013468013,0.030303031,0.057239056,0.0033670033,0.057239056,0.047138046,0.037037037,0.016835017,0.057239056,0.0033670033,0.0
0.030303031,0.030303031,0.05050505,0.053872053,0.060606062,0.030303031,0.08754209,0.053872053,0.14141414,0.016835017,0.0067340066,0.05050505,0.030303031,0.0,0.030303031,0.0033670033,0.013468013,0.05050505,0.030303031,0.0033670033,0.02020202,0.013468013,0.01010101,0.013468013,0.0067340066,0.016835017,0.01010101,0.013468013,0.023569023,0.0033670033,0.026936026,0.0067340066,0.026936026,0.033670034,0.01010101,0.07070707,0.077441074,0.0033670033,0.013468013,0.047138046,0.04040404,0.01010101,0.030303031,0.030303031,0.037037037,0.0067340066,0.037037037,0.01010101,0.0033670033
0.026936026,0.060606062,0.15151516,0.043771043,0.033670034,0.074074075,0.077441074,0.016835017,0.016835017,0.30639732,0.01010101,0.04040404,0.057239056,0.0,0.026936026,0.04040404,0.030303031,0.057239056,0.06397306,0.01010101,0.053872053,0.09090909,0.08754209,0.047138046,0.013468013,0.053872053,0.04040404,0.047138046,0.013468013,0.026936026,0.013468013,0.037037037,0.033670034,0.030303031,0.023569023,0.08080808,0.057239056,0.016835017,0.04040404,0.033670034,0.05050505,0.016835017,0.053872053,0.016835017,0.047138046,0.01010101,0.053872053,0.07070707,0.026936026
