476.0,658.0,1132.0,559.0,639.0,350.0,942.0,289.0,229.0,466.0,206.0,402.0,594.0,191.0,264.0,337.0,573.0,651.0,387.0,277.0,826.0,519.0,504.0,378.0,190.0,356.0,473.0,413.0,391.0,361.0,743.0,709.0,1096.0,939.0,227.0
658.0,1071.0,1675.0,829.0,954.0,514.0,1492.0,432.0,337.0,704.0,276.0,631.0,925.0,274.0,426.0,493.0,862.0,1006.0,571.0,420.0,1216.0,759.0,730.0,553.0,307.0,505.0,649.0,608.0,623.0,558.0,1104.0,1009.0,1668.0,1359.0,319.0
1132.0,1675.0,3155.0,1495.0,1748.0,975.0,2841.0,712.0,617.0,1335.0,549.0,1087.0,1659.0,507.0,749.0,980.0,1567.0,1848.0,1086.0,683.0,2309.0,1437.0,1413.0,1141.0,563.0,946.0,1278.0,1215.0,1038.0,945.0,2212.0,1991.0,3098.0,2613.0,606.0
559.0,829.0,1495.0,823.0,824.0,479.0,1304.0,339.0,303.0,598.0,258.0,525.0,808.0,259.0,355.0,439.0,760.0,852.0,490.0,338.0,1114.0,672.0,632.0,506.0,274.0,393.0,581.0,570.0,501.0,447.0,1008.0,942.0,1384.0,1205.0,316.0
639.0,954.0,1748.0,824.0,1072.0,567.0,1579.0,412.0,356.0,758.0,317.0,603.0,933.0,298.0,434.0,567.0,866.0,1031.0,614.0,406.0,1310.0,789.0,844.0,650.0,320.0,539.0,733.0,693.0,591.0,548.0,1246.0,1113.0,1762.0,1474.0,332.0
350.0,514.0,975.0,479.0,567.0,340.0,888.0,228.0,200.0,410.0,162.0,334.0,510.0,158.0,243.0,291.0,479.0,550.0,330.0,220.0,733.0,450.0,452.0,350.0,185.0,283.0,404.0,389.0,299.0,303.0,687.0,635.0,939.0,798.0,188.0
942.0,1492.0,2841.0,1304.0,1579.0,888.0,2879.0,631.0,571.0,1219.0,476.0,994.0,1589.0,457.0,708.0,890.0,1411.0,1653.0,1034.0,608.0,2126.0,1311.0,1244.0,1055.0,524.0,859.0,1183.0,1101.0,896.0,894.0,2124.0,1852.0,2830.0,2312.0,514.0
289.0,432.0,712.0,339.0,412.0,228.0,631.0,203.0,158.0,296.0,128.0,259.0,380.0,118.0,176.0,207.0,361.0,417.0,243.0,180.0,528.0,320.0,317.0,237.0,121.0,237.0,303.0,253.0,238.0,245.0,464.0,446.0,703.0,590.0,132.0
229.0,337.0,617.0,303.0,356.0,200.0,571.0,158.0,154.0,243.0,120.0,218.0,331.0,106.0,148.0,179.0,310.0,346.0,205.0,150.0,473.0,270.0,266.0,214.0,111.0,192.0,259.0,228.0,196.0,200.0,419.0,405.0,571.0,504.0,125.0
466.0,704.0,1335.0,598.0,758.0,410.0,1219.0,296.0,243.0,639.0,242.0,456.0,695.0,218.0,332.0,447.0,691.0,813.0,497.0,297.0,981.0,635.0,679.0,520.0,235.0,424.0,554.0,544.0,441.0,409.0,991.0,835.0,1410.0,1150.0,251.0
206.0,276.0,549.0,258.0,317.0,162.0,476.0,128.0,120.0,242.0,149.0,183.0,278.0,101.0,114.0,195.0,300.0,338.0,223.0,137.0,441.0,250.0,268.0,210.0,93.0,182.0,233.0,240.0,176.0,160.0,407.0,346.0,557.0,452.0,122.0
402.0,631.0,1087.0,525.0,603.0,334.0,994.0,259.0,218.0,456.0,183.0,410.0,587.0,167.0,263.0,326.0,558.0,655.0,373.0,253.0,788.0,499.0,465.0,381.0,200.0,323.0,418.0,418.0,386.0,341.0,750.0,668.0,1072.0,876.0,207.0
594.0,925.0,1659.0,808.0,933.0,510.0,1589.0,380.0,331.0,695.0,278.0,587.0,946.0,281.0,412.0,511.0,834.0,963.0,581.0,373.0,1238.0,759.0,717.0,597.0,299.0,492.0,682.0,627.0,563.0,528.0,1197.0,1064.0,1637.0,1359.0,317.0
191.0,274.0,507.0,259.0,298.0,158.0,457.0,118.0,106.0,218.0,101.0,167.0,281.0,104.0,126.0,160.0,258.0,283.0,190.0,123.0,394.0,229.0,244.0,182.0,88.0,152.0,221.0,196.0,164.0,163.0,370.0,329.0,499.0,426.0,109.0
264.0,426.0,749.0,355.0,434.0,243.0,708.0,176.0,148.0,332.0,114.0,263.0,412.0,126.0,209.0,221.0,376.0,423.0,257.0,172.0,544.0,349.0,359.0,273.0,140.0,226.0,309.0,273.0,250.0,245.0,535.0,476.0,752.0,625.0,142.0
337.0,493.0,980.0,439.0,567.0,291.0,890.0,207.0,179.0,447.0,195.0,326.0,511.0,160.0,221.0,365.0,496.0,616.0,364.0,212.0,747.0,451.0,484.0,393.0,174.0,309.0,411.0,421.0,333.0,278.0,733.0,622.0,1025.0,850.0,183.0
573.0,862.0,1567.0,760.0,866.0,479.0,1411.0,361.0,310.0,691.0,300.0,558.0,834.0,258.0,376.0,496.0,851.0,933.0,561.0,368.0,1184.0,739.0,730.0,575.0,276.0,478.0,635.0,625.0,522.0,474.0,1119.0,975.0,1568.0,1283.0,313.0
651.0,1006.0,1848.0,852.0,1031.0,550.0,1653.0,417.0,346.0,813.0,338.0,655.0,963.0,283.0,423.0,616.0,933.0,1181.0,656.0,395.0,1344.0,839.0,851.0,697.0,329.0,568.0,712.0,751.0,658.0,542.0,1311.0,1116.0,1903.0,1553.0,351.0
387.0,571.0,1086.0,490.0,614.0,330.0,1034.0,243.0,205.0,497.0,223.0,373.0,581.0,190.0,257.0,364.0,561.0,656.0,457.0,252.0,834.0,521.0,521.0,403.0,194.0,344.0,459.0,458.0,350.0,347.0,833.0,687.0,1148.0,885.0,212.0
277.0,420.0,683.0,338.0,406.0,220.0,608.0,180.0,150.0,297.0,137.0,253.0,373.0,123.0,172.0,212.0,368.0,395.0,252.0,201.0,541.0,321.0,329.0,235.0,128.0,218.0,293.0,277.0,237.0,234.0,476.0,436.0,681.0,557.0,141.0
826.0,1216.0,2309.0,1114.0,1310.0,733.0,2126.0,528.0,473.0,981.0,441.0,788.0,1238.0,394.0,544.0,747.0,1184.0,1344.0,834.0,541.0,1835.0,1071.0,1070.0,855.0,426.0,703.0,985.0,957.0,734.0,706.0,1673.0,1512.0,2285.0,1910.0,455.0
519.0,759.0,1437.0,672.0,789.0,450.0,1311.0,320.0,270.0,635.0,250.0,499.0,759.0,229.0,349.0,451.0,739.0,839.0,521.0,321.0,1071.0,695.0,671.0,534.0,256.0,441.0,596.0,577.0,466.0,444.0,1041.0,916.0,1449.0,1194.0,280.0
504.0,730.0,1413.0,632.0,844.0,452.0,1244.0,317.0,266.0,679.0,268.0,465.0,717.0,244.0,359.0,484.0,730.0,851.0,521.0,329.0,1070.0,671.0,809.0,569.0,249.0,460.0,605.0,584.0,462.0,423.0,1040.0,878.0,1500.0,1247.0,279.0
378.0,553.0,1141.0,506.0,650.0,350.0,1055.0,237.0,214.0,520.0,210.0,381.0,597.0,182.0,273.0,393.0,575.0,697.0,403.0,235.0,855.0,534.0,569.0,479.0,203.0,363.0,478.0,478.0,376.0,329.0,868.0,737.0,1178.0,1002.0,223.0
